player_name,team,position_group,week,opponent_team,pre_bonus_fan_pts,total_yard_bonus_fan_pts,play_bonus_fan_pts,total_fan_pts,key
M.Gordon,BAL,RB,4,CLE,4.4,0,0.0,4.4,M.Gordon|BAL|RB|4
T.Montgomery,NE,WR,1,PHI,1.6,0,0.0,1.6,T.Montgomery|NE|WR|1
T.Montgomery,NE,WR,2,MIA,0.0,0,0.0,0.0,T.Montgomery|NE|WR|2
T.Montgomery,NE,WR,5,NO,0.5,0,0.0,0.5,T.Montgomery|NE|WR|5
T.Montgomery,NE,WR,6,LV,0.9,0,0.0,0.9,T.Montgomery|NE|WR|6
P.Dorsett,DEN,WR,1,LV,0.0,0,0.0,0.0,P.Dorsett|DEN|WR|1
T.Lockett,SEA,WR,1,LA,1.0,0,0.0,1.0,T.Lockett|SEA|WR|1
T.Lockett,SEA,WR,2,DET,17.9,0,0.0,17.9,T.Lockett|SEA|WR|2
T.Lockett,SEA,WR,3,CAR,5.4,0,0.0,5.4,T.Lockett|SEA|WR|3
T.Lockett,SEA,WR,4,NYG,5.4,0,0.0,5.4,T.Lockett|SEA|WR|4
T.Lockett,SEA,WR,6,CIN,9.4,0,0.0,9.4,T.Lockett|SEA|WR|6
S.Shepard,NYG,WR,1,DAL,0.0,0,0.0,0.0,S.Shepard|NYG|WR|1
S.Shepard,NYG,WR,2,ARI,0.4,0,0.0,0.4,S.Shepard|NYG|WR|2
S.Shepard,NYG,WR,4,SEA,0.6000000000000001,0,0.0,0.6000000000000001,S.Shepard|NYG|WR|4
S.Shepard,NYG,WR,5,MIA,1.3,0,0.0,1.3,S.Shepard|NYG|WR|5
A.Hooper,LV,TE,1,DEN,2.0,0,0.0,2.0,A.Hooper|LV|TE|1
A.Hooper,LV,TE,2,BUF,2.0,0,0.0,2.0,A.Hooper|LV|TE|2
A.Hooper,LV,TE,4,LAC,1.1,0,0.0,1.1,A.Hooper|LV|TE|4
A.Hooper,LV,TE,5,GB,1.1,0,0.0,1.1,A.Hooper|LV|TE|5
A.Hooper,LV,TE,6,NE,1.9000000000000001,0,0.0,1.9000000000000001,A.Hooper|LV|TE|6
C.Moore,TEN,WR,1,NO,0.0,0,0.0,0.0,C.Moore|TEN|WR|1
C.Moore,TEN,WR,2,LAC,4.9,0,2.0,6.9,C.Moore|TEN|WR|2
C.Moore,TEN,WR,3,CLE,4.1000000000000005,0,0.0,4.1000000000000005,C.Moore|TEN|WR|3
C.Moore,TEN,WR,4,CIN,4.4,0,2.0,6.4,C.Moore|TEN|WR|4
C.Moore,TEN,WR,6,BAL,0.6000000000000001,0,0.0,0.6000000000000001,C.Moore|TEN|WR|6
K.Raymond,DET,WR,1,KC,2.0,0,0.0,2.0,K.Raymond|DET|WR|1
K.Raymond,DET,WR,2,SEA,11.700000000000001,0,0.0,11.700000000000001,K.Raymond|DET|WR|2
K.Raymond,DET,WR,3,ATL,5.5,0,0.0,5.5,K.Raymond|DET|WR|3
K.Raymond,DET,WR,4,GB,3.8,0,2.0,5.8,K.Raymond|DET|WR|4
K.Raymond,DET,WR,5,CAR,4.5,0,0.0,4.5,K.Raymond|DET|WR|5
K.Raymond,DET,WR,6,TB,2.6000000000000005,0,0.0,2.6000000000000005,K.Raymond|DET|WR|6
R.Chosen,MIA,WR,3,DEN,12.8,0,4.0,16.8,R.Chosen|MIA|WR|3
R.Chosen,MIA,WR,4,BUF,0.0,0,0.0,0.0,R.Chosen|MIA|WR|4
D.Henry,TEN,RB,1,NO,11.900000000000002,0,2.0,13.900000000000002,D.Henry|TEN|RB|1
D.Henry,TEN,RB,2,LAC,15.5,0,0.0,15.5,D.Henry|TEN|RB|2
D.Henry,TEN,RB,3,CLE,2.0,0,0.0,2.0,D.Henry|TEN|RB|3
D.Henry,TEN,RB,4,CIN,25.400000000000006,5,0.0,30.400000000000006,D.Henry|TEN|RB|4
D.Henry,TEN,RB,5,IND,6.2,0,0.0,6.2,D.Henry|TEN|RB|5
D.Henry,TEN,RB,6,BAL,17.3,0,2.0,19.3,D.Henry|TEN|RB|6
M.Thomas,NO,WR,1,TEN,6.1000000000000005,0,0.0,6.1000000000000005,M.Thomas|NO|WR|1
M.Thomas,NO,WR,2,CAR,5.5,0,0.0,5.5,M.Thomas|NO|WR|2
M.Thomas,NO,WR,3,GB,5.0,0,0.0,5.0,M.Thomas|NO|WR|3
M.Thomas,NO,WR,4,TB,5.300000000000001,0,0.0,5.300000000000001,M.Thomas|NO|WR|4
M.Thomas,NO,WR,5,NE,6.5,0,0.0,6.5,M.Thomas|NO|WR|5
M.Thomas,NO,WR,6,HOU,4.5,0,0.0,4.5,M.Thomas|NO|WR|6
C.Ham,MIN,RB,1,TB,0.7000000000000001,0,0.0,0.7000000000000001,C.Ham|MIN|RB|1
